cod_mun;Município;Ano;Pop;CVPatr_tx;Efetivo
3169059;Tocos do Moji;2005;3889;25,72;3
3169109;Toledo;2005;5491;72,84;4
3169208;Tombos;2005;10551;0;21
3169307;Três Corações;2005;68991;176,83;88
3169356;Três Marias;2005;25858;88,95;31
3169406;Três Pontas;2005;52472;152,46;56
3169505;Tumiritinga;2005;6063;32,99;8
3169604;Tupaciguara;2005;23669;304,2;67
3169703;Turmalina;2005;16828;11,88;14
3169802;Turvolândia;2005;4450;44,95;4
3169901;Ubá;2005;93016;175,24;260
3170008;Ubaí;2005;11229;8,91;5
3170057;Ubaporanga;2005;11871;75,82;6
3170107;Uberaba;2005;273393;700,82;725
3170206;Uberlândia;2005;550733;1593,88;1632
3170305;Umburatiba;2005;2790;0;6
3170404;Unaí;2005;73772;241,28;302
3170438;União de Minas;2005;4531;0;5
3170479;Uruana de Minas;2005;3252;30,75;7
3170503;Urucânia;2005;10343;29,01;5
3170529;Urucuia;2005;11448;52,41;8
3170578;Vargem Alegre;2005;6508;15,36;4
3170602;Vargem Bonita;2005;2189;45,67;4
3170651;Vargem Grande do Rio Pardo;2005;4597;0;4
3170701;Varginha;2005;115934;239,79;305
3170750;Varjão de Minas;2005;5340;93,64;7
3170800;Várzea da Palma;2005;33692;142,47;29
3170909;Varzelândia;2005;19160;20,88;7
3171006;Vazante;2005;19339;51,71;35
3171030;Verdelândia;2005;7748;51,63;5
3171071;Veredinha;2005;5406;0;3
3171105;Veríssimo;2005;3167;0;7
3171154;Vermelho Novo;2005;4634;0;3
3171204;Vespasiano;2005;89460;397,94;315
3171303;Viçosa;2005;68502;410,21;79
3171402;Vieiras;2005;3844;52,04;3
3171600;Virgem da Lapa;2005;13658;29,29;6
3171709;Virgínia;2005;8669;11,54;6
3171808;Virginópolis;2005;10709;93,38;23
3171907;Virgolândia;2005;5886;0;6
3172004;Visconde do Rio Branco;2005;35202;96,59;48
3172103;Volta Grande;2005;4999;80,02;5
3172202;Wenceslau Braz;2005;2577;0;5
3100104;Abadia dos Dourados;2006;6606;75,69;6
3100203;Abaeté;2006;22578;119,59;31
3100302;Abre Campo;2006;13338;59,98;20
3100401;Acaiaca;2006;3911;76,7;3
3100500;Açucena;2006;10755;27,89;20
3100609;Água Boa;2006;16201;30,86;6
3100708;Água Comprida;2006;2053;0;7
3100807;Aguanil;2006;3853;0;7
3100906;Águas Formosas;2006;18239;148,03;25
3101003;Águas Vermelhas;2006;12389;40,36;8
3101102;Aimorés;2006;25040;47,92;51
3101201;Aiuruoca;2006;6289;31,8;18
3101300;Alagoa;2006;2748;36,4;4
3101409;Albertina;2006;2887;34,64;6
3101508;Além Paraíba;2006;34082;35,21;56
3101607;Alfenas;2006;71032;253,41;100
3101631;Alfredo Vasconcelos;2006;5670;52,91;6
3101706;Almenara;2006;37415;304,69;99
3101805;Alpercata;2006;7095;112,75;6
3101904;Alpinópolis;2006;17907;39,09;18
3102001;Alterosa;2006;13428;67,03;11
3102050;Alto Caparaó;2006;5043;0;11
3153509;Alto Jequitibá;2006;8381;119,31;4
3102100;Alto Rio Doce;2006;12824;54,59;35
3102209;Alvarenga;2006;4741;0;6
3102308;Alvinópolis;2006;15405;71,41;18
3102407;Alvorada de Minas;2006;3542;28,24;4
3102506;Amparo da Serra;2006;5223;57,44;5
3102605;Andradas;2006;35518;106,99;43
3102803;Andrelândia;2006;12239;16,34;25
3102852;Angelândia;2006;7792;115,51;6
3102902;Antônio Carlos;2006;11026;27,21;9
3103009;Antônio Dias;2006;9763;30,73;11
3103108;Antônio Prado de Minas;2006;1721;58,12;5
3103207;Araçaí;2006;2205;45,35;6
3103306;Aracitaba;2006;2071;0;5
3103405;Araçuaí;2006;35925;167,01;46
3103504;Araguari;2006;106697;360,84;231
3103603;Arantina;2006;2858;0;5
3103702;Araponga;2006;8064;62;5
3103751;Araporã;2006;5801;137,92;16
3103801;Arapuá;2006;2765;72,33;7
3103900;Araújos;2006;7175;55,75;6
3104007;Araxá;2006;87579;271,75;193
3104106;Arceburgo;2006;8897;67,43;14
3104205;Arcos;2006;35011;97,11;41
3104304;Areado;2006;13121;38,11;15
3104403;Argirita;2006;3010;99,68;5
3104452;Aricanduva;2006;4561;0;3
3104502;Arinos;2006;17704;90,38;46
3104601;Astolfo Dutra;2006;12548;7,97;8
3104700;Ataléia;2006;15345;84,72;15
3104809;Augusto de Lima;2006;5043;59,49;5
3104908;Baependi;2006;18005;77,75;15
3105004;Baldim;2006;8016;24,95;9
3105103;Bambuí;2006;22333;44,78;22
3105202;Bandeira;2006;5121;0;5
3105301;Bandeira do Sul;2006;5163;19,37;6
3105400;Barão de Cocais;2006;26326;136,75;71
3105509;Barão do Monte Alto;2006;5925;50,63;6
3105608;Barbacena;2006;121382;188,66;509
3105707;Barra Longa;2006;6679;29,95;4
3105905;Barroso;2006;19110;41,86;30
3106002;Bela Vista de Minas;2006;9949;70,36;9
3106101;Belmiro Braga;2006;3416;29,28;8
3106200;Belo Horizonte;2006;2321619;1197,48;12732
3106309;Belo Oriente;2006;21779;82,65;33
3106408;Belo Vale;2006;7500;13,33;5
3106507;Berilo;2006;12579;23,85;6
3106655;Berizal;2006;4209;0;3
3106606;Bertópolis;2006;4477;0;6
3106705;Betim;2006;348032;722,35;659
3106804;Bias Fortes;2006;4026;0;6
3106903;Bicas;2006;13314;60,09;21
3107000;Biquinhas;2006;2707;36,94;5
3107109;Boa Esperança;2006;37967;36,87;46
3107208;Bocaina de Minas;2006;5002;19,99;12
3107307;Bocaiúva;2006;45116;164,02;39
3107406;Bom Despacho;2006;43300;113,17;280
3107505;Bom Jardim de Minas;2006;6563;106,65;10
3107604;Bom Jesus da Penha;2006;3740;53,47;4
3107703;Bom Jesus do Amparo;2006;5215;153,39;5
3107802;Bom Jesus do Galho;2006;15697;19,11;9
3107901;Bom Repouso;2006;10489;38,13;5
3108008;Bom Sucesso;2006;17187;11,64;21
3108107;Bonfim;2006;6843;58,45;20
3108206;Bonfinópolis de Minas;2006;6095;180,47;18
3108255;Bonito de Minas;2006;8912;0;4
3108305;Borda da Mata;2006;16006;106,21;13
3108404;Botelhos;2006;15006;33,32;16
3108503;Botumirim;2006;6636;15,07;4
3108552;Brasilândia de Minas;2006;13065;290,85;25
3108602;Brasília de Minas;2006;30858;35,65;27
3108701;Brás Pires;2006;4824;0;5
3108800;Braúnas;2006;5183;57,89;17
3108909;Brazópolis;2006;14874;26,89;4
3109006;Brumadinho;2006;30840;136,19;51
3109105;Bueno Brandão;2006;10918;45,8;10
3109204;Buenópolis;2006;10332;38,72;29
3109253;Bugre;2006;3978;0;5
3109303;Buritis;2006;21790;128,5;47
3109402;Buritizeiro;2006;26534;267,58;21
3109451;Cabeceira Grande;2006;6240;112,18;11
3109501;Cabo Verde;2006;13797;0;15
3109600;Cachoeira da Prata;2006;3707;80,92;6
3109709;Cachoeira de Minas;2006;10850;0;7
3102704;Cachoeira de Pajeú;2006;8790;56,88;5
3109808;Cachoeira Dourada;2006;2425;41,23;6
3109907;Caetanópolis;2006;9533;94,41;7
3110004;Caeté;2006;38943;174,62;57
3110103;Caiana;2006;4723;21,18;4
3110202;Cajuri;2006;4107;73,04;5
3110301;Caldas;2006;13291;52,67;16
3110400;Camacho;2006;3303;30,27;4
3110509;Camanducaia;2006;20880;172,41;30
3110608;Cambuí;2006;25042;147,75;33
3110707;Cambuquira;2006;12588;55,61;13
3110806;Campanário;2006;3508;85,51;7
3110905;Campanha;2006;14898;93,97;19
3111002;Campestre;2006;20651;24,21;18
3111101;Campina Verde;2006;19251;41,56;31
3111150;Campo Azul;2006;3643;27,45;4
3111200;Campo Belo;2006;50634;146,15;72
3111309;Campo do Meio;2006;11470;52,31;8
3111408;Campo Florido;2006;6211;128,79;13
3111507;Campos Altos;2006;13646;183,2;21
3111606;Campos Gerais;2006;27196;99,28;23
3111705;Canaã;2006;4696;0;5
3111804;Canápolis;2006;11076;72,23;15
3111903;Cana Verde;2006;5624;35,56;7
3112000;Candeias;2006;14554;41,22;13
3112059;Cantagalo;2006;4052;24,68;5
3112109;Caparaó;2006;5129;38,99;4
3112208;Capela Nova;2006;4842;41,31;6
3112307;Capelinha;2006;33358;71,95;43
3112406;Capetinga;2006;7228;110,69;15
3112505;Capim Branco;2006;8482;58,95;9
3112604;Capinópolis;2006;14942;180,7;22
3112653;Capitão Andrade;2006;4672;85,62;5
3112703;Capitão Enéas;2006;13771;65,36;7
3112802;Capitólio;2006;8009;12,49;12
3112901;Caputira;2006;8959;11,16;4
3113008;Caraí;2006;21808;18,34;9
3113107;Caranaíba;2006;3366;29,71;5
3113206;Carandaí;2006;22422;49,06;39
3113305;Carangola;2006;32174;55,95;70
3113404;Caratinga;2006;82251;76,59;140
3113503;Carbonita;2006;9083;22,02;5
3113602;Careaçu;2006;6104;163,84;4
3113701;Carlos Chagas;2006;20837;206,37;34
3113800;Carmésia;2006;2366;0;4
3113909;Carmo da Cachoeira;2006;11752;25,53;10
3114006;Carmo da Mata;2006;10723;9,33;10
3114105;Carmo de Minas;2006;13267;22,61;10
3114204;Carmo do Cajuru;2006;18834;74,33;39
3114303;Carmo do Paranaíba;2006;29651;485,64;49
3114402;Carmo do Rio Claro;2006;20164;29,76;30
3114501;Carmópolis de Minas;2006;15926;81,63;21
3114550;Carneirinho;2006;9251;32,43;20
3114600;Carrancas;2006;3927;0;6
3114709;Carvalhópolis;2006;3241;30,86;6
3114808;Carvalhos;2006;4630;21,6;4
3114907;Casa Grande;2006;2254;0;5
3115003;Cascalho Rico;2006;2763;72,38;6
3115102;Cássia;2006;17374;80,58;29
3115300;Cataguases;2006;67447;131,96;86
3115359;Catas Altas;2006;4598;0;8
3115409;Catas Altas da Noruega;2006;3394;29,46;5
3115458;Catuji;2006;6957;28,75;7
3115474;Catuti;2006;5199;19,23;4
3115508;Caxambu;2006;21893;182,7;38
3115607;Cedro do Abaeté;2006;1242;80,51;4
3115706;Central de Minas;2006;6688;44,86;7
3115805;Centralina;2006;10263;87,69;13
3115904;Chácara;2006;2617;38,21;13
3116001;Chalé;2006;5657;0;4
3116100;Chapada do Norte;2006;15217;6,57;4
3116159;Chapada Gaúcha;2006;9230;32,5;4
3116209;Chiador;2006;2856;0;8
3116308;Cipotânea;2006;6471;15,45;5
3116407;Claraval;2006;4424;67,82;8
3116506;Claro dos Poções;2006;7947;25,17;8
3116605;Cláudio;2006;24441;94,11;26
3116704;Coimbra;2006;6843;29,23;5
3116803;Coluna;2006;9169;54,53;5
3116902;Comendador Gomes;2006;2922;0;5
3117009;Comercinho;2006;9022;0;5
3117108;Conceição da Aparecida;2006;9647;20,73;7
3115201;Conceição da Barra de Minas;2006;3984;25,1;5
3117306;Conceição das Alagoas;2006;20497;204,91;3
3117207;Conceição das Pedras;2006;2737;0;29
3117405;Conceição de Ipanema;2006;4428;0;4
3117504;Conceição do Mato Dentro;2006;18213;49,42;25
3117603;Conceição do Pará;2006;5013;19,95;6
3117702;Conceição do Rio Verde;2006;12686;0;8
3117801;Conceição dos Ouros;2006;9787;10,22;5
3117836;Cônego Marinho;2006;6851;87,58;5
3117876;Confins;2006;5494;491,48;25
3117900;Congonhal;2006;9742;51,33;5
3118007;Congonhas;2006;45513;61,52;60
3118106;Congonhas do Norte;2006;4929;20,29;3
3118205;Conquista;2006;6358;47,18;11
3118304;Conselheiro Lafaiete;2006;110936;164,96;227
3118403;Conselheiro Pena;2006;22057;45,34;42
3118502;Consolação;2006;1717;58,23;4
3118601;Contagem;2006;576887;1366,99;1709
3118700;Coqueiral;2006;9425;10,61;8
3118809;Coração de Jesus;2006;25934;92,54;28
3118908;Cordisburgo;2006;8616;23,21;8
3119005;Cordislândia;2006;3407;58,69;4
3119104;Corinto;2006;24187;95,09;25
3119203;Coroaci;2006;10489;9,53;10
3119302;Coromandel;2006;27534;203,39;46
3119401;Coronel Fabriciano;2006;101241;372,38;149
3119500;Coronel Murta;2006;9132;65,7;6
3119609;Coronel Pacheco;2006;2952;33,87;7
3119708;Coronel Xavier Chaves;2006;3257;30,7;5
3119807;Córrego Danta;2006;3505;57,07;10
3119906;Córrego do Bom Jesus;2006;3772;0;4
3119955;Córrego Fundo;2006;5542;0;7
3120003;Córrego Novo;2006;3325;60,15;4
3120102;Couto de Magalhães de Minas;2006;4128;0;5
3120151;Crisólita;2006;5741;0;5
3120201;Cristais;2006;10552;37,91;10
3120300;Cristália;2006;5694;105,38;4
3120409;Cristiano Otoni;2006;4970;181,07;6
3120508;Cristina;2006;10271;19,47;9
3120607;Crucilândia;2006;4647;21,52;10
3120706;Cruzeiro da Fortaleza;2006;3850;77,91;9
3120805;Cruzília;2006;14268;14,02;9
3120839;Cuparaque;2006;4556;0;5
3120870;Curral de Dentro;2006;6526;76,61;7
3120904;Curvelo;2006;71524;212,52;222
3121001;Datas;2006;5147;0;4
3121100;Delfim Moreira;2006;8003;0;7
3121209;Delfinópolis;2006;6734;14,85;7
3121258;Delta;2006;6714;119,16;15
3121308;Descoberto;2006;4676;0;6
3121407;Desterro de Entre Rios;2006;6930;14,43;4
3121506;Desterro do Melo;2006;3095;0;3
3121605;Diamantina;2006;45265;245,22;240
3121704;Diogo de Vasconcelos;2006;3901;0;2
3121803;Dionísio;2006;9302;32,25;8
3121902;Divinésia;2006;3254;30,74;5
3122009;Divino;2006;18862;42,41;23
3122108;Divino das Laranjeiras;2006;4953;40,38;10
3122207;Divinolândia de Minas;2006;6788;14,73;5
3122306;Divinópolis;2006;201062;402,86;380
3122355;Divisa Alegre;2006;5435;110,39;12
3122405;Divisa Nova;2006;5677;0;7
3122454;Divisópolis;2006;7885;12,68;6
3122470;Dom Bosco;2006;3912;51,12;8
3122504;Dom Cavati;2006;5318;75,22;5
3122603;Dom Joaquim;2006;4604;65,17;4
3122702;Dom Silvério;2006;5213;38,36;7
3122801;Dom Viçoso;2006;3013;0;4
3122900;Dona Euzébia;2006;5742;17,42;21
3123007;Dores de Campos;2006;8915;11,22;8
3123106;Dores de Guanhães;2006;5290;56,71;13
3123205;Dores do Indaiá;2006;14031;85,52;21
3123304;Dores do Turvo;2006;4598;0;5
3123403;Doresópolis;2006;1405;71,2;5
3123502;Douradoquara;2006;1820;0;5
3123528;Durandé;2006;7259;13,78;4
3123601;Elói Mendes;2006;23877;50,26;17
3123700;Engenheiro Caldas;2006;9905;282,68;12
3123809;Engenheiro Navarro;2006;7114;154,63;4
3123858;Entre Folhas;2006;5131;19,49;3
3123908;Entre Rios de Minas;2006;13792;21,75;21
3124005;Ervália;2006;17585;79,61;22
3124104;Esmeraldas;2006;54655;89,65;61
3124203;Espera Feliz;2006;21914;31,94;32
3124302;Espinosa;2006;31087;64,34;29
3124401;Espírito Santo do Dourado;2006;4324;46,25;4
3124500;Estiva;2006;10660;75,04;6
3124609;Estrela D' Alva;2006;2552;0;4
3124708;Estrela do Indaiá;2006;3551;0;4
3124807;Estrela do Sul;2006;7222;96,93;10
3124906;Eugenópolis;2006;10233;9,77;14
3125002;Ewbank da Câmara;2006;3698;108,18;5
3125101;Extrema;2006;24417;229,35;31
3125200;Fama;2006;2353;127,48;7
3125309;Faria Lemos;2006;3469;28,82;5
3125408;Felício dos Santos;2006;5374;18,61;4
3125606;Felisburgo;2006;6621;15,1;7
3125705;Felixlândia;2006;13582;73,62;8
3125804;Fernandes Tourinho;2006;2836;0;6
3125903;Ferros;2006;11422;17,51;27
3125952;Fervedouro;2006;10081;59,52;7
3126000;Florestal;2006;6206;32,22;21
3126109;Formiga;2006;64288;133,77;119
3126208;Formoso;2006;7477;40,13;7
3126307;Fortaleza de Minas;2006;3962;75,71;5
3126406;Fortuna de Minas;2006;2597;38,51;7
3126505;Francisco Badaró;2006;10282;9,73;3
3126604;Francisco Dumont;2006;4714;84,86;4
3126752;Franciscópolis;2006;6048;16,53;5
3126703;Francisco Sá;2006;24385;86,12;27
3126802;Frei Gaspar;2006;5923;50,65;7
3126901;Frei Inocêncio;2006;8622;115,98;18
3126950;Frei Lagonegro;2006;3276;0;5
3127008;Fronteira;2006;11776;76,43;22
3127057;Fronteira dos Vales;2006;4776;41,87;6
3127073;Fruta de Leite;2006;6267;15,96;3
3127107;Frutal;2006;50638;152,06;122
3127206;Funilândia;2006;3617;27,64;6
3127305;Galiléia;2006;7072;28,28;22
3127339;Gameleiras;2006;5193;19,26;4
3127354;Glaucilândia;2006;2885;69,32;4
3127370;Goiabeira;2006;2916;0;5
3127388;Goianá;2006;3524;28,38;7
3127404;Gonçalves;2006;4185;47,79;4
3127503;Gonzaga;2006;5842;17,12;4
3127602;Gouveia;2006;11695;42,75;7
3127701;Governador Valadares;2006;257168;662,99;1223
3127800;Grão Mogol;2006;14712;33,99;16
3127909;Grupiara;2006;1375;0;5
3128006;Guanhães;2006;29867;117,19;53
3128105;Guapé;2006;13783;50,79;17
3128204;Guaraciaba;2006;10248;19,52;6
3128253;Guaraciama;2006;4621;0;4
3128303;Guaranésia;2006;18696;80,23;16
3128402;Guarani;2006;8622;46,39;18
3128501;Guarará;2006;4026;49,68;5
3128600;Guarda-Mor;2006;6607;196,76;8
3128709;Guaxupé;2006;48502;92,78;64
3128808;Guidoval;2006;7325;27,3;6
3128907;Guimarânia;2006;6905;72,41;9
3129004;Guiricema;2006;8932;67,18;6
3129103;Gurinhatã;2006;6431;77,75;11
3129202;Heliodora;2006;5936;16,85;5
3129301;Iapu;2006;10081;9,92;6
3129400;Ibertioga;2006;5082;39,36;5
3129509;Ibiá;2006;22343;111,89;30
3129608;Ibiaí;2006;7605;39,45;6
3129657;Ibiracatu;2006;6310;15,85;4
3129707;Ibiraci;2006;11367;79,18;15
3129806;Ibirité;2006;148167;232,84;270
3129905;Ibitiúra de Minas;2006;3352;0;6
3130002;Ibituruna;2006;2824;0;5
3130051;Icaraí de Minas;2006;10158;9,84;4
3130101;Igarapé;2006;30463;400,49;68
3130200;Igaratinga;2006;8455;94,62;8
3130309;Iguatama;2006;8131;49,19;13
3130408;Ijaci;2006;5532;36,15;8
3130507;Ilicínea;2006;11106;27,01;8
3130556;Imbé de Minas;2006;6219;0;4
3130606;Inconfidentes;2006;6739;29,68;6
3130655;Indaiabira;2006;7374;0;3
3130705;Indianópolis;2006;5861;119,44;7
3130804;Ingaí;2006;2576;0;5
3130903;Inhapim;2006;24555;32,58;30
3131000;Inhaúma;2006;5532;72,31;6
3131109;Inimutaba;2006;6480;46,3;7
3131158;Ipaba;2006;15815;94,85;24
3131208;Ipanema;2006;17407;57,45;31
3131307;Ipatinga;2006;228497;379,87;773
3131406;Ipiaçu;2006;4078;98,09;9
3131505;Ipuiúna;2006;9300;43,01;7
3131604;Iraí de Minas;2006;6241;64,09;6
3131703;Itabira;2006;105141;253,94;282
3131802;Itabirinha;2006;10339;9,67;7
3131901;Itabirito;2006;42303;120,56;39
3132008;Itacambira;2006;4816;0;4
3132107;Itacarambi;2006;17629;34,03;11
3132206;Itaguara;2006;11943;108,85;26
3132305;Itaipé;2006;11378;70,31;7
3132404;Itajubá;2006;88070;211,2;159
3132503;Itamarandiba;2006;31063;28,97;22
3132602;Itamarati de Minas;2006;3965;0;5
3132701;Itambacuri;2006;22773;87,82;39
3132800;Itambé do Mato Dentro;2006;2400;83,32;5
3132909;Itamogi;2006;10506;152,29;11
3133006;Itamonte;2006;13262;7,54;23
3133105;Itanhandu;2006;13669;43,89;19
3133204;Itanhomi;2006;11752;25,53;23
3133303;Itaobim;2006;21128;255,59;40
3133402;Itapagipe;2006;12907;54,24;23
3133501;Itapecerica;2006;21339;14,06;24
3133600;Itapeva;2006;8125;172,32;6
3133709;Itatiaiuçu;2006;9346;85,6;13
3133758;Itaú de Minas;2006;14443;152,32;13
3133808;Itaúna;2006;81987;258,58;106
3133907;Itaverava;2006;6033;33,15;5
3134004;Itinga;2006;14212;14,07;6
3134103;Itueta;2006;5759;0;7
3134202;Ituiutaba;2006;93939;409,84;221
3134301;Itumirim;2006;6244;0;13
3134400;Iturama;2006;32106;155,73;104
3134509;Itutinga;2006;4006;24,96;7
3134608;Jaboticatubas;2006;15604;115,36;22
3134707;Jacinto;2006;12126;24,74;15
3134806;Jacuí;2006;7463;53,6;7
3134905;Jacutinga;2006;21202;99,05;18
3135001;Jaguaraçu;2006;2938;68,08;4
3135050;Jaíba;2006;30937;80,81;27
3135076;Jampruca;2006;4928;101,46;6
3135100;Janaúba;2006;64751;274,9;111
3135209;Januária;2006;64772;145,13;146
3135308;Japaraíba;2006;3749;0;4
3135357;Japonvar;2006;8234;24,29;4
3135407;Jeceaba;2006;5675;17,62;5
3135456;Jenipapo de Minas;2006;6865;72,83;4
3135506;Jequeri;2006;13178;0;20
3135605;Jequitaí;2006;8303;24,09;7
3135704;Jequitibá;2006;5167;0;6
3135803;Jequitinhonha;2006;23653;105,69;38
3135902;Jesuânia;2006;4794;0;4
3136009;Joaíma;2006;14799;33,79;8
3136108;Joanésia;2006;5879;0;6
3136207;João Monlevade;2006;70824;314,87;132
3136306;João Pinheiro;2006;43700;219,68;87
3136405;Joaquim Felício;2006;4130;72,64;5
3136504;Jordânia;2006;10147;19,71;6
3136520;José Gonçalves de Minas;2006;4614;0;3
3136579;Josenópolis;2006;4442;67,54;5
3136553;José Raydan;2006;4072;24,56;4
3136652;Juatuba;2006;19681;381,08;43
3136702;Juiz de Fora;2006;492034;443,26;1570
3136801;Juramento;2006;4030;74,43;5
3136900;Juruaia;2006;8588;69,87;5
3136959;Juvenília;2006;6251;16;4
3137007;Ladainha;2006;16534;12,1;8
3137106;Lagamar;2006;7651;39,21;11
3137205;Lagoa da Prata;2006;42983;107,02;47
3137304;Lagoa dos Patos;2006;4319;92,61;5
3137403;Lagoa Dourada;2006;11953;25,1;7
3137502;Lagoa Formosa;2006;16824;83,22;16
3137536;Lagoa Grande;2006;8215;48,69;11
3137601;Lagoa Santa;2006;46123;294,87;67
3137700;Lajinha;2006;19594;20,41;26
3137809;Lambari;2006;19038;78,79;20
3137908;Lamim;2006;3509;0;6
3138005;Laranjal;2006;6333;31,58;8
3138104;Lassance;2006;6518;122,74;6
3138203;Lavras;2006;86652;180,03;361
3138302;Leandro ferreira;2006;3217;62,18;4
3138351;Leme do Prado;2006;4781;0;3
3138401;Leopoldina;2006;50760;200,95;65
3138500;Liberdade;2006;5525;0;5
3138609;Lima Duarte;2006;15986;12,51;35
3138625;Limeira do Oeste;2006;6598;30,31;9
3138658;Lontra;2006;8093;12,36;4
3138674;Luisburgo;2006;6265;15,96;4
3138682;Luislândia;2006;6293;47,68;4
3138708;Luminárias;2006;5451;36,69;6
3138807;Luz;2006;17237;40,61;30
3139003;Machado;2006;37149;83,45;41
3139102;Madre de Deus de Minas;2006;4840;0;7
3139201;Malacacheta;2006;18981;42,15;30
3139250;Mamonas;2006;6253;31,99;4
3139300;Manga;2006;20664;87,11;23
3139409;Manhuaçu;2006;74405;106,18;260
3139508;Manhumirim;2006;20847;139,11;46
3139607;Mantena;2006;27039;181,22;63
3139706;Maravilhas;2006;6781;44,24;6
3139805;Mar de Espanha;2006;11271;35,49;29
3139904;Maria da Fé;2006;14384;34,76;9
3140001;Mariana;2006;51127;183,86;47
3140100;Marilac;2006;4304;92,94;7
3140159;Mário Campos;2006;12068;74,58;29
3140209;Maripá de Minas;2006;2711;73,77;5
3140308;Marliéria;2006;4028;148,94;31
3140407;Marmelópolis;2006;3097;0;4
3140506;Martinho Campos;2006;12298;81,31;34
3140530;Martins Soares;2006;6542;76,43;4
3140555;Mata Verde;2006;7555;39,71;5
3140605;Materlândia;2006;4698;0;3
3140704;Mateus Leme;2006;26331;315,22;59
3171501;Mathias Lobato;2006;3479;86,22;3
3140803;Matias Barbosa;2006;12990;107,77;6
3140852;Matias Cardoso;2006;9411;53,13;40
3140902;Matipó;2006;17102;17,54;19
3141009;Mato Verde;2006;12894;62,05;7
3141108;Matozinhos;2006;32414;185,11;38
3141207;Matutina;2006;3795;79,05;8
3138906;Maxacalis;2006;6959;43,11;6
3141306;Medeiros;2006;3278;0;3
3141405;Medina;2006;21289;234,86;23
3141504;Mendes Pimentel;2006;6319;0;6
3141603;Mercês;2006;10253;19,51;12
3141702;Mesquita;2006;6346;0;6
3141801;Minas Novas;2006;30762;13;22
3141900;Minduri;2006;3841;0;4
3142007;Mirabela;2006;12855;38,89;20
3142106;Miradouro;2006;10065;69,55;13
3142205;Miraí;2006;13272;22,6;13
3142254;Miravânia;2006;4405;0;4
3142304;Moeda;2006;4604;108,6;5
3142403;Moema;2006;6823;43,97;8
3142502;Monjolos;2006;2447;0;5
3142601;Monsenhor Paulo;2006;7945;12,59;6
3142700;Montalvânia;2006;15944;50,18;11
3142809;Monte Alegre de Minas;2006;18974;121,22;29
3142908;Monte Azul;2006;22732;65,99;15
3143005;Monte Belo;2006;13105;38,15;10
3143104;Monte Carmelo;2006;45054;312,96;65
3143153;Monte Formoso;2006;4561;43,85;6
3143203;Monte Santo de Minas;2006;21244;28,24;26
3143302;Montes Claros;2006;339141;886,36;951
3143401;Monte Sião;2006;19962;140,26;20
3143450;Montezuma;2006;7100;0;5
3143500;Morada Nova de Minas;2006;7996;75,04;23
3143609;Morro da Garça;2006;2779;107,97;5
3143708;Morro do Pilar;2006;3533;28,31;3
3143807;Munhoz;2006;6419;31,16;4
3143906;Muriaé;2006;97293;335,07;176
3144003;Mutum;2006;26698;22,47;31
3144102;Muzambinho;2006;20512;29,25;24
3144201;Nacip Raydan;2006;3144;63,61;4
3144300;Nanuque;2006;41183;257,39;82
3144359;Naque;2006;6039;33,12;7
3144375;Natalândia;2006;3288;60,82;7
3144409;Natércia;2006;4657;0;5
3144508;Nazareno;2006;7667;52,17;7
3144607;Nepomuceno;2006;25388;31,51;18
3144656;Ninheira;2006;9637;31,13;4
3144672;Nova Belém;2006;4024;0;5
3144706;Nova Era;2006;17634;130,43;31
3144805;Nova Lima;2006;73960;285,29;186
3144904;Nova Módica;2006;3915;51,09;6
3145000;Nova Ponte;2006;11374;149,47;38
3145059;Nova Porteirinha;2006;7401;202,67;8
3145109;Nova Resende;2006;14774;142,14;10
3145208;Nova Serrana;2006;56265;366,13;62
3136603;Nova União;2006;5508;36,31;25
3145307;Novo Cruzeiro;2006;30644;35,9;33
3145356;Novo Oriente de Minas;2006;10201;39,21;6
3145372;Novorizonte;2006;4823;41,47;3
3145406;Olaria;2006;2103;0;6
3145455;Olhos D' Água;2006;4854;0;3
3145505;Olímpio Noronha;2006;2417;0;4
3145604;Oliveira;2006;38599;82,9;60
3145703;Oliveira Fortes;2006;2134;0;6
3145802;Onça do Pitangui;2006;3030;0;4
3145851;Oratórios;2006;4443;0;4
3145877;Orizânia;2006;6947;71,97;3
3145901;Ouro Branco;2006;33256;213,49;40
3146008;Ouro Fino;2006;30717;100,92;38
3146107;Ouro Preto;2006;68713;164,45;106
3146206;Ouro Verde de Minas;2006;6103;16,38;6
3146255;Padre Carvalho;2006;5588;17,89;5
3146305;Padre Paraíso;2006;18303;169,37;11
3146404;Paineiras;2006;4739;63,3;5
3146503;Pains;2006;7934;12,6;10
3146552;Pai Pedro;2006;5898;16,95;4
3146602;Paiva;2006;1585;0;5
3146701;Palma;2006;6557;61;11
3146750;Palmópolis;2006;7662;13,05;4
3146909;Papagaios;2006;13480;140,95;16
3147006;Paracatu;2006;80854;404,43;167
3147105;Pará de Minas;2006;79611;145,71;107
3147204;Paraguaçu;2006;19731;126,7;17
3147303;Paraisópolis;2006;18620;75,19;31
3147402;Paraopeba;2006;21684;124,52;30
3147501;Passabém;2006;1838;0;4
3147600;Passa Quatro;2006;15301;32,68;18
3147709;Passa Tempo;2006;8317;0;8
3147808;Passa Vinte;2006;2114;0;4
3147907;Passos;2006;102653;138,33;257
3147956;Patis;2006;5414;18,47;4
3148004;Patos de Minas;2006;132696;335,35;420
